Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,,
Excellent point we need to show what gun control is really selling to the public - the CONSEQUENCES.,05 Engineering and Business: Business,Business,Gun control,[business] is selling,is selling,Gun control,Control of Guns,selling,Business,NA,,
"When a government bureaucracy sells logging rights for a section of old- growth, the struggle begins.",05 Engineering and Business: Business,Business,bureaucracy,,sells,bureaucracy,Bureaucracy,sells,Business,3119400,,
"Perry argues that gun control sells the false premise that it is solving a problem, when all it does is make it more difficult for law-abiding citizens to defend themselves.",05 Engineering and Business: Business,Business,gun control,[business] sells,sells,gun control,Control of Guns,sells,Business,2376989,,
"However gun control sells its pubic campaign of citizens safety wringing hands and with tears in their eyes they parade victims screaming, do you want this to happen to you.",05 Engineering and Business: Business,Business,gun control,,sells,gun control,Control of Guns,sells,Business,3788988,,
"Poverty sells children for a loaf of bread and locks them up in dark, skanky rooms to be raped 40 times a day by pedophiles as a result of sex trafficking.",05 Engineering and Business: Business,Business,Poverty,,sells,Poverty,Poverty,sells,Business,159349,,
"The Legislature produces good guys and bad guys, idealists and cynics, political sophisticates and political naÑ—fs, but it seldom produces heroes.",05 Engineering and Business: Business,Business,Legislature,,produces,Legislature,Government,produces,Crop/Factory,761373,,
"everybody believes guns manufacture themselves and ship themselves, hello hi I would like to order 100 ak47s, 200 AR-15s, and 50 desert eagles.",05 Engineering and Business: Business,Business,guns,,manufacture,guns,Guns,manufacture,Factory,3123968,,
Bureaucracy manufactures regulations.,05 Engineering and Business: Business,Business,Bureaucracy,,manufactures,Bureaucracy,Bureaucracy,manufactures,Factory,3119513,,
Retweet Retweeted Favorite Favorited Liberty Arms MN â€è@LibertyArmsMN Dec 21 @MariLynch @AndreiNikit Gun control manufactures crimes against those who have done no wrong - Y don't u focus on perpetrators of violence?,05 Engineering and Business: Business,Business,Gun control,,manufactures,Gun control,Control of Guns,manufactures,Factory,3123407,,
"But a growing body of research has revealed an unfortunate aspect of the human psyche that would seem to disprove this notion, and imply instead that democratic elections produce mediocre leadership and policies.",05 Engineering and Business: Business,Business,Elections,,produce,elections,Elections,produce,Factory,2671507,,
"If they were--if, for instance, all of the supply curves were perfectly inelastic, which seems highly implausible--then the tariff would produce net benefits of zero.",05 Engineering and Business: Business,Business,tariff,,produce,tariff,Taxation,produce,Factory,3018518,,
The 1913 income tax produced a degree of chaos because of the haste with which it was introduced and the lack of guidance offered to those preparing returns.,05 Engineering and Business: Business,Business,income tax,,produced,income tax,Taxation,produced,Factory,118264,,
Gun control produces a net increase of crime.,05 Engineering and Business: Business,Business,Gun control,,produces,Gun control,Control of Guns,produces,Factory,3123408,,
"Guess, that is how India's democracy operates these days, from Natwar Singh's alleged behind the scene activities in Iraq's food for oil programme and other underhand ministerial activities routinely exposed by tehlika.com, it seems that this overly secretive attitude by Indian establishment is something Islamabad will have to bear within the days to come.",05 Engineering and Business: Business,Business,democracy,,operates,democracy,Democracy,operates,Machine,1682067,,
"Metro is reliable and runs underground, the city government operates the RTP bus system and Electric Trolley buses.",05 Engineering and Business: Business,Business,government,,operates,government,Government,operates,Machine,500031,,
Perhaps 5â€“10% of firearms trafficking operations involve illegal sales knowingly made by a retail licensee.,05 Engineering and Business: Business,Business,firearms,,operations,firearms,Guns,operations,Machine,2837548,,
"In the run-up to 9 June 1983, Francis Pym, then Foreign Secretary, famously said ""landslides on the whole don't produce successful governments"".",05 Engineering and Business: Business,Product,governments,,produce,governments,Government,produce,Building,608673,,
"Meanwhile, those who benefit from the structures which produce poverty continue to benefit.",05 Engineering and Business: Business,Product,poverty,,produce,poverty,Poverty,produce,Building,159444,,
"As long as borrow and spend buys the necessary votes that is ""the plan"".",05 Engineering and Business: Business,Product,votes,,buys,votes,Elections,buys,Business,3516014,,
Bush marketed democracy to the Arab masses as a mouthpiece for the region's moderate silent majorities.,05 Engineering and Business: Business,Product,democracy,,marketed,democracy,Democracy,marketed,Business,3118202,,
The city's user-friendly web site (www.cabq.gov) offers a wealth of information.,05 Engineering and Business: Business,Product,wealth,,offers,wealth,Wealth,offers,Business,1660005,,
Sell not virtue to purchase wealth nor liberty to purchase power.,05 Engineering and Business: Business,Product,wealth,,purchase,wealth,Wealth,purchase,Business,122778,,
Gun control is selling perceived safety by scare tactics and making people afraid.,05 Engineering and Business: Business,Product,perceived safety,selling [product],selling,Gun control,Control of Guns,seilling,Business,2903013,,
Trying to sell gun rights to wingnuts is like trying to convince Bin Laden to become a Buddhist and contemplate temple bells with the Dalai Lama.,05 Engineering and Business: Business,Product,gun rights,,sell,gun rights,Gun Rights,sell,Business,2376991,,
"Perry argues that gun control sells the false premise that it is solving a problem, when all it does is make it more difficult for law-abiding citizens to defend themselves.",05 Engineering and Business: Business,Product,the false premise that it is solving a problem,sells [product],sells,gun control,Control of Guns,sells,Business,2376989,,
"The federal lawsuit filed by my opponent's campaign attorney is nothing more than an attempt to protect the system of buying elections and keeping average citizens from participating in the political system, said Loughry.",05 Engineering and Business: Business,Product,elections,,buying,elections,Elections,buying,Business/Resource,2401478,,
"Politicians continue to give bureaucracy its (usually unfunded) mandate, and then they, who often manufactured bureaucracy in the first place, are reduced to haphazardly bullying it since nothing else, from their perspective, appears to work.",05 Engineering and Business: Business,Product,bureaucracy,,manufactured,bureaucracy,Bureaucracy,manufactured,Factory,3119396,,
Guns made by the Glock Company and others produce quite distinctive impressions on cartridge cases.10 Other guns produce useless casing images.,05 Engineering and Business: Business,Product,Guns,,produce,Guns,Guns,produce,Factory,3702926,,
British governments have tended to treat the immediate symptom of poverty--a lack of money--rather than address the societal ills that produce poverty and exacerbate it.,05 Engineering and Business: Business,Product,poverty,,produce,poverty,Poverty,produce,Factory,2592316,,
"Advertisement Viking stadium complex would produce taxes By DL News Staff on Apr 10, 2006 at 12:00 a.m. Email Tweet Minnesota would receive $100 million annually in new taxes if the state allows the Vikings to build a stadium and retail complex, senators heard Wednesday.",05 Engineering and Business: Business,Product,taxes,,produce,taxes,Taxation,produce,Factory,3125210,,
We were also told that the conference should produce some extra money that had to be payed to IEEE.,05 Engineering and Business: Business,Product,money,,produce,money,Wealth,produce,Factory,2837233,,
We mostly play with paper; we make records in triplicate then duplicate them; we occupy ourselves making work and obstructing those who produce wealth.,05 Engineering and Business: Business,Product,wealth,,produce,wealth,Wealth,produce,Factory,3043777,,
Neither gun control or government has produced a working crystal ball although both believe they have one.,05 Engineering and Business: Business,Product,gun control,,produced,gun control,Control of Guns,produced,Factory,2884399,,
